codigo_iccs,delito_iccs,glosa_iccs,glosa_match,nivel_1,nivel_2,nivel_3,nivel_4,seccion,descripcion,inclusiones,exclusiones,notas
10012,Actos que causan la contaminacion o degradacion del agua,Actos que causan la contaminación o degradación del agua,True,10,1001,10012,,Actos contra el entorno natural,Actos que provocan la contaminación o la degradación del agua.,Contaminación del agua,"Contaminación del agua causada por la minería ilegal, la tala ilegal u otros actos que provocan el agotamiento o la degradación de los recursos naturales (1004); contaminación o degradación del agua mediante el traslado o vertimiento ilícitos de desechos (1002); aplicar todas las exclusiones enumeradas en 1001","137 Por contaminación del agua se entiende la introducción directa o indirecta de sustancias o energía en una masa de agua, servicio de acueducto o entorno marino..."
10013,Actos que causan la contaminacion o degradacion del suelo,Actos que causan la contaminación o degradación del suelo,True,10,1001,10013,,Actos contra el entorno natural,Actos que provocan la contaminación o la degradación del suelo.,Contaminación del suelo,"Contaminación del suelo causada por la minería ilegal, la tala ilegal u otros actos que provocan el agotamiento o la degradación de los recursos naturales (1004); contaminación o degradación del suelo mediante el traslado o vertimiento ilícitos de desechos (1002); aplicar todas las exclusiones enumeradas en 1001","138 La contaminación del suelo se refiere, como mínimo, a la contaminación directa o indirecta del suelo con cualquier agente químico, físico o biológico que modifique sus características naturales."
10019,Otros actos que causan contaminacion o degradacion del medio ambiente,Otros actos que causan contaminación o degradación del medio ambiente,True,10,1001,10019,,Actos contra el entorno natural,"Actos que provocan la contaminación del entorno natural no descritos ni clasificados en las categorías 10011 a 10013. - Entorno natural, tal como se define en la nota 135.","Contaminación con ruido, vibraciones, calor, luz o radiaciones; delitos relacionados con sustancias nucleares y químicas peligrosas",Aplicar todas las exclusiones enumeradas en 1001,"135 El entorno natural se refiere, como mínimo, al entorno en el que tiene lugar la interacción de todas las especies vivas."
1002,Actos relacionados con el traslado o vertimiento de desechos,Actos relacionados con el traslado o vertimiento de desechos,True,10,1002,,,Actos contra el entorno natural,Actos relacionados con el traslado o vertimiento ilícitos de desechos.,Tráfico ilícito de desechos; traslado ilícito de desechos; vertimiento ilícito de desechos; aplicar todas las inclusiones enumeradas en 10021 y 10022,Delitos relacionados con la basura (0801),"139 El traslado o vertimiento se refiere, como mínimo, a la recogida, transporte, recuperación, eliminación o envío ilícitos de desechos que causen, o sea probable que causen, lesiones graves a una persona o daños materiales sustanciales a la calidad del aire, el suelo o el agua, o a la fauna o la flora."
10021,Actos relacionados con el traslado o vertimiento de desechos dentro de las fronteras nacionales,Actos relacionados con el traslado o vertimiento de desechos dentro de las fronteras nacionales,True,10,1002,10021,,Actos contra el entorno natural,"Actos relacionados con el traslado o vertimiento ilícitos de desechos cuyo origen, prevención o efectos directos o indirectos afectan a un solo país. - Traslado y vertimiento, tal como se definen en la nota 139.","Vertimiento ilícito interno de desechos, traslado o tráfico ilícito interno de desechos",Aplicar todas las exclusiones enumeradas en 1002,"139 El traslado o vertimiento se refiere, como mínimo, a la recogida, transporte, recuperación, eliminación o envío ilícitos de desechos..."
10022,Actos relacionados con el traslado o vertimiento transfronterizos de desechos,Actos relacionados con el traslado o vertimiento transfronterizos de desechos,True,10,1002,10022,,Actos contra el entorno natural,"Actos relacionados con el traslado o vertimiento ilícitos de desechos cuyo origen, prevención o efectos directos o indirectos afectan a más de un país. - Traslado y vertimiento, tal como se definen en la nota 139.",Tráfico transfronterizo de desechos,Aplicar todas las exclusiones enumeradas en 1002,"139 El traslado o vertimiento se refiere, como mínimo, a la recogida, transporte, recuperación, eliminación o envío ilícitos de desechos..."
1003,Comercio o posesion de especies protegidas o amenazadas de fauna y flora,Comercio o posesión de especies protegidas o prohibidas de la fauna y la flora,False,10,1003,,,Actos contra el entorno natural,Comercio o posesión ilícitos de especímenes de especies protegidas o prohibidas de fauna y flora silvestres.,"Tráfico de especies silvestres, comercio o posesión ilícitos de especies silvestres; aplicar todas las inclusiones enumeradas en 10031 y 10032",Hurto de mascotas (050221); delitos relacionados con el tratamiento o la cría de animales (10091); robo de ganado (04014); hurto de ganado (05025),"140 Un espécimen es cualquier animal o planta, vivo o muerto, o cualquier parte o derivado identificable de animales o plantas. Una especie protegida es una especie de fauna o flora que se encuentra bajo protección debido al riesgo de extinción... Una especie prohibida es una especie de fauna o flora prohibida por las leyes nacionales debido a su carácter invasivo..."
10031,Comercio o posesion de especies protegidas de fauna y flora silvestres,Comercio o posesión de especies protegidas de fauna y flora silvestres,True,10,1003,10031,,Actos contra el entorno natural,"Comercio o posesión ilícitos de especímenes de especies protegidas de fauna y flora silvestres. - Especies protegidas, tal como se definen en la nota 140.",Tráfico de marfil; aplicar todas las inclusiones enumeradas en 100311 y 100312,Aplicar todas las exclusiones enumeradas en 1003,"140 Una especie protegida es una especie de fauna o flora que se encuentra bajo protección debido al riesgo de extinción creado por su escaso número, por la caza o pesca excesiva, cambio ambiental, depredación u otras razones."
100311,Comercio o posesion de especies protegidas dentro de las fronteras nacionales,Comercio o posesión de especies protegidas dentro de las fronteras nacionales,True,10,1003,10031,100311,Actos contra el entorno natural,"Comercio o posesión ilícitos de especímenes de especies protegidas de fauna y flora silvestres que afectan a un solo país. - Especies protegidas, tal como se definen en la nota 140.",Comercio o posesión ilícitos de especies amenazadas,Aplicar todas las exclusiones enumeradas en 10031,"140 Una especie protegida es una especie de fauna o flora que se encuentra bajo protección debido al riesgo de extinción creado por su escaso número, por la caza o pesca excesiva, cambio ambiental, depredación u otras razones."
100312,Trafico transfronterizo de especies protegidas,Tráfico transfronterizo de especies protegidas,True,10,1003,10031,100312,Actos contra el entorno natural,"Importación, exportación, adquisición, venta, traslado o transferencia ilícitas de especies protegidas de fauna y flora silvestres que afecte a dos o más países. - Especies protegidas, tal como se definen en la nota 140.",Tráfico transfronterizo de especies silvestres,Aplicar todas las exclusiones enumeradas en 1003,"140 Una especie protegida es una especie de fauna o flora que se encuentra bajo protección debido al riesgo de extinción creado por su escaso número, por la caza o pesca excesiva, cambio ambiental, depredación u otras razones."
10032,Comercio o posesion de especies animales prohibidas o controladas,Comercio o posesión de especies animales prohibidas o controladas,True,10,1003,10032,,Actos contra el entorno natural,"Comercio o posesión ilícitos de especímenes de especies prohibidas o controladas de fauna y flora silvestres. - Especies prohibidas, tal como se definen en la nota 140.",Posesión de animales peligrosos o controlados; cría de animales peligrosos; comercio de especies prohibidas,Aplicar todas las exclusiones enumeradas en 1003,"140 Una especie prohibida es una especie de fauna o flora prohibida por las leyes nacionales debido a su carácter invasivo que afecta al medio ambiente, porque entraña peligro para las personas, o por otras posibilidades de causar daño."
10039,Otras formas de comercio o posesion de especies protegidas o prohibidas de la fauna y la flora,Otras formas de comercio o posesión de especies protegidas o prohibidas de la fauna y la flora,True,10,1003,10039,,Actos contra el entorno natural,"Otros actos de comercio o posesión ilícitos de especies protegidas o prohibidas de la fauna y la flora no descritos ni clasificados en las categorías 10031 y 10032. - Especies prohibidas, tal como se definen en la nota 140.",,Aplicar todas las exclusiones enumeradas en 1003,"140 Una especie prohibida es una especie de fauna o flora prohibida por las leyes nacionales debido a su carácter invasivo que afecta al medio ambiente, porque entraña peligro para las personas, o por otras posibilidades de causar daño."
