cnp_codigo,cnp_glosa,cnp_descripcion,cnp_familia,iccs_elegido,iccs_glosa_elegida,confianza,justificacion,exclusiones_aplicadas
23787,Delitos contra la administración ambiental,"Sanciona a los que: a) El que maliciosamente en la evaluación ambiental de un proyecto presentare información que ocultare, morigerare, alterare o disminuyere los efectos o impactos ambientales futuros determinados en la evaluación ambiental, de un modo tal que pudiere conducir a una incorrecta aprobación de la resolución de calificación ambiental.b) El que maliciosamente fraccionare sus proyectos o actividades para eludir el sistema de evaluación de impacto ambiental o hacer variar la vía de ingreso a él.c) El que maliciosamente presentare a la Superintendencia del Medio Ambiente información falsa o incompleta para acreditar el cumplimiento de obligaciones impuestas en una resolución de calificación ambiental, normas de emisión, planes de reparación, programas de cumplimiento, planes de prevención o de descontaminación, o cualquier otro instrumento de gestión ambiental de su competencia: sanciona además: a) El que incumpliere las sanciones de clausura impuestas por la Superintendencia del Medio Ambiente o las medidas impuestas en virtud de las letras b), c), d) y e) del artículo 48.b) El que impidiere u obstaculizare significativamente las actividades de fiscalización que efectuare la Superintendencia del Medio Ambiente",INFRACCIÓN A OTROS TEXTOS LEGALES,1001,Actos que causan contaminación o degradación del medio ambiente,alta,"El delito CNP se centra en la manipulación de información ambiental y la evasión de regulaciones, lo que se alinea con la sección ICCS 'Actos contra el entorno natural'. El código 1001 abarca la contaminación del entorno natural, incluyendo la manipulación de datos ambientales. Aunque hay exclusiones, el delito no se ajusta a las exclusiones de contaminación por traslado de desechos (1002) ni a otros delitos ambientales específicos.","Contaminación o degradación mediante el traslado o vertimiento ilícitos de desechos (1002); delitos relacionados con la basura (0801); destrucción, daños o degradación intencional de propiedad pública o privada (0504)"
23788,Elaboración de alcoholes no etílicos destinados a bebida,"Sanciona al que elaborare productos utilizando alcoholes no etílicos y los destine a la bebida; al que elaborare productos empleando tratamientos o aditivos prohibidos o en una forma distinta a la autorizada, que conviertan al producto en tóxico o dañino para la salud y los destine a la bebida; Al que sin ser elaborador comprare para vender los productos a que se refieren los incisos anteriores, y los destinare a la bebida.",INFRACCIÓN A OTROS TEXTOS LEGALES,6021,"Producción, manipulación, posesión o uso ilícitos de productos alcohólicos",alta,"El delito CNP se centra en la elaboración de alcoholes no etílicos para bebida, lo que se alinea con la producción, manipulación y distribución ilícitas de productos alcohólicos. El código ICCS 6021 abarca estas actividades y su inclusión menciona la elaboración ilegal de bebidas alcohólicas, lo cual es directamente relevante. No se aplican exclusiones que descarten este código.",
23789,Contravención a medidas de la Ley de Elaboración de Alcoholes,"Sanciona al que contraviniere alguna medida provisional indicada por el Servicio Agrícola y Ganadero PARA asegurar la efectividad de la sanción aplicable y el resultado de la investigación (ordenar la retención de productos, la inmovilización de éstos, y la aposición de sellos en vasijas, recintos y maquinarias).",INFRACCIÓN A OTROS TEXTOS LEGALES,6021,"Producción, manipulación, posesión o uso ilícitos de productos alcohólicos",alta,"El delito CNP se refiere a la contravención a medidas de la Ley de Elaboración de Alcoholes, que incluye la retención, inmovilización y aposición de sellos en productos alcohólicos. Esto se alinea con la descripción de 6021, que abarca la manipulación, posesión, uso, producción, tráfico o distribución ilícitos de productos alcohólicos. Además, las exclusiones de 6021 no descartan el delito CNP, mientras que las inclusiones lo abarcan.",
23790,Otorgamiento de certificados respecto de alcoholes tóxicos,Sanciona al que otorgare certificados de potabilidad respecto de los productos a que se refiere la ley 18455 de elaboración  de alcoholes y que fueren tóxicos o nocivos para la salud.,INFRACCIÓN A OTROS TEXTOS LEGALES,6021,"Producción, manipulación, posesión o uso ilícitos de productos alcohólicos",alta,"El delito CNP se refiere al otorgamiento de certificados de potabilidad respecto de alcoholes tóxicos, lo cual se relaciona con la producción, manipulación o uso ilícitos de productos alcohólicos. El código ICCS 6021 abarca estas acciones y es compatible con la sección ICCS correspondiente. No se aplican exclusiones que descarten este código.",
23800,Obtención fraudulenta beneficios Covid-19,"Sanciona a las personas que obtuvieren beneficios del seguro de desempleo establecidos en la Ley 21.227, durante el estado de excepción constitucional provocado por la Pandemia COVID 19, mediante simulación o engaño, u obtuvieren complementos, prestaciones y/o un beneficio mayor al que les corresponda y a quienes faciliten los medios para la comisión de tales delitos, durante el estado de excepción constitucional. Asimismo, sanciona el acaparamiento, especulación y comercialización fraudulenta de artículos de primera necesidad establecidos en la ley 16.282. También sanciona a los trabajadores independientes que obtuvieren los beneficios establecidos en la Ley 21.424 mediante simulación o engaño y quienes, de igual forma, obtuvieren un beneficio mayor al que les corresponda.",INFRACCIÓN A LEYES ESPECIALES COVID-19,701,Fraude,alta,"El delito CNP se centra en la obtención fraudulenta de beneficios, lo que se alinea con la definición de 'Fraude' en el ICCS 701. No se aplican exclusiones que descarten este código, ya que el delito no corresponde a fraude electoral, insolvencia fraudulenta, fraude fiscal o fraude a la seguridad social, que son excluidos en el ICCS 701.",
23801,Obtención simulada o engañosa de beneficios de protección de la clase media,"Sanciona a las personas que obtuvieren los beneficios de protección de los ingresos de la clase media, establecidos en la ley 21.252, mediante simulación o engaño y a quienes, de igual forma, obtuvieren un beneficio mayor al que les corresponda o realicen maniobras para no devolverlo. Asimismo, sanciona a quienes faciliten los medios para la comisión de tales delitos.",INFRACCIÓN A LEYES ESPECIALES COVID-19,701,Fraude,alta,"El delito CNP se centra en la obtención de beneficios mediante simulación o engaño, lo que se alinea con la definición de 'fraude' en el ICCS 701. Además, el ICCS 701 incluye la obtención de beneficios mediante conducta deshonesta, lo cual coincide con el móvil del delito descrito. El ICCS 709 también es relevante, pero su exclusión de 'fraude fiscal y fraude a la seguridad social' no descarta el delito CNP, mientras que el ICCS 701 no lo excluye.",
23802,Obtención fraudulenta de beneficios tributarios Covid-19,"Sanciona a las personas que obtuvieren un beneficio tributario mayor al que les corresponda en conformidad a la ley de medidas del plan de reactivación económica y empleo (ley 21.256); a aquellas que, sin corresponderle, obtuvieren total o parcialmente beneficios mediante simulación o engaño, y a quienes de igual forma obtuvieren un beneficio mayor al que les corresponda o realicen maniobras para no devolverlo.",INFRACCIÓN A LEYES ESPECIALES COVID-19,701,Fraude,alta,"El delito CNP se ajusta a la definición de 'Fraude' en el ICCS 701, ya que implica obtención de beneficios mediante engaño o simulación. No se ajusta a exclusiones como 'enriquecimiento ilícito' (7035) ni 'fraude fiscal' (08041), que son descartados por la descripción del delito.",Obtención de dinero sin conducta deshonesta pero con la intención de no devolverlo al dueño (0502); fraude electoral (08079); enriquecimiento ilícito (07035)
23803,Obtención fraudulenta de beneficios tributarios o bonos Covid-19 para PYMES,"Sanciona a quien mediante simulación o engaño obtuviere un bono COVID para pymes, mayor al que les corresponda o realice maniobras para no reintegrarlo. También a quien realice procedimientos dolosos encaminados a efectuar imputaciones u obtener devoluciones improcedentes o mayores a las que corresponda.",INFRACCIÓN A LEYES ESPECIALES COVID-19,701,Fraude,alta,"El delito CNP se describe como obtención fraudulenta de beneficios tributarios o bonos Covid-19 mediante simulación o engaño, lo cual se alinea con la definición de 'Fraude' en el ICCS 701. Además, el ICCS 701 incluye casos de engaño para obtener beneficios, lo cual es compatible con el móvil del delito descrito. El ICCS 7019 también podría ser relevante, pero se excluye por estar más orientado a fraude general y no específicamente a beneficios tributarios o bonos.",Obtención de dinero sin conducta deshonesta pero con la intención de no devolverlo al dueño (0502)
23804,Percepción indebida subsidio Covid-19 agua o electricidad,Todo aquel que percibiere indebidamente los subsidios  de agua potable y electricidad generados durante la pandemia de Covid-19 ocultando datos o proporcionando antecedentes falsos.,INFRACCIÓN A LEYES ESPECIALES COVID-19,7032,Malversación o peculado,alta,"El delito CNP se caracteriza por la apropiación indebida de subsidios públicos, lo que se alinea con la definición de 'malversación o peculado' en el ICCS 7032. El movil del delito es la apropiación de bienes confiados, lo que coincide con la descripción del ICCS. No se aplican exclusiones relevantes que descarten este código.",
23900,Infracciones a la Ley Orgánica Constitucional sobre Sistemas de Inscripciones Electorales y Servicio Electoral,Castigan los diversos delitos contemplados en la Ley Orgánica Constitucional sobre Sistemas de Inscripciones Electorales y Servicio Electoral.,INFRACCIÓN A OTROS TEXTOS LEGALES,807,Actos relacionados con las elecciones democráticas,alta,"El delito CNP se relaciona con infracciones a la Ley Orgánica Constitucional sobre Sistemas de Inscripciones Electorales y Servicio Electoral, lo cual se alinea con el concepto de actos relacionados con las elecciones democráticas en el ICCS 807. Las inclusiones de 807, como fraude electoral y violación de leyes de financiación de campañas, son compatibles con el alcance del delito CNP.",
